date,revenue,order_count,items_sold,unique_customers,revenue_lag_1,orders_lag_1,revenue_lag_7,orders_lag_7,revenue_lag_14,orders_lag_14,revenue_lag_30,orders_lag_30,revenue_rolling_mean_7,revenue_rolling_std_7,revenue_rolling_min_7,revenue_rolling_max_7,revenue_rolling_mean_14,revenue_rolling_std_14,revenue_rolling_min_14,revenue_rolling_max_14,revenue_rolling_mean_30,revenue_rolling_std_30,revenue_rolling_min_30,revenue_rolling_max_30,day_of_week,day_of_month,week_of_year,month,quarter,year,is_weekend,is_month_start,is_month_end,is_holiday_season,revenue_growth_1d,revenue_growth_7d,revenue_growth_30d,cumulative_revenue,cumulative_orders
2017-06-15,15105.26,108,120.0,104,23559.52,131.0,22106.28,137.0,21781.38,124.0,24535.57,153.0,18275.579999999998,4414.645353226762,9892.1,23559.52,18626.64285714286,4553.563844728868,9892.1,27400.54,19342.125333333333,4820.877345827046,9892.1,28906.6,3,15,24,6,2,2017,0,0,0,0,-0.3588468695457293,-0.3166982414047048,-0.38435259502836083,2226207.100000001,13475
2017-06-16,14777.69,97,105.0,96,15105.26,108.0,18738.53,108.0,21769.38,127.0,21396.329999999998,141.0,17275.434285714284,4189.454774239155,9892.1,23559.52,18149.777142857143,4547.344330636927,9892.1,27400.54,19027.78166666667,4777.82122919272,9892.1,28906.6,4,16,24,6,2,2017,0,0,0,0,-0.021685823348952638,-0.21137410458557837,-0.3093352925478341,2240984.790000001,13572
2017-06-17,13070.16,75,84.0,74,14777.69,97.0,9892.1,77.0,12265.44,89.0,20861.79,125.0,16709.6,4226.22933215493,9892.1,23559.52,17650.370714285713,4502.957813575195,9892.1,27400.54,18807.16033333333,4817.327704027354,9892.1,28906.6,5,17,24,6,2,2017,1,0,0,0,-0.11554782919387274,0.3212725306052304,-0.37348808515472554,2254054.950000001,13647
2017-06-18,19733.69,90,101.0,88,13070.16,75.0,19348.54,115.0,16029.49,102.0,21525.09,144.0,17163.60857142857,3475.8796726125274,13070.16,23559.52,17707.850714285716,4433.532833417584,9892.1,27400.54,18547.439333333336,4911.846200606576,9892.1,28906.6,6,18,24,6,2,2017,1,0,0,0,0.5098277297293987,0.01990589470833437,-0.08322380998174694,2273788.640000001,13737
2017-06-19,25933.44,156,179.0,152,19733.69,90.0,17389.2,126.0,27400.54,147.0,12364.17,72.0,17218.63,3519.0111937304227,13070.16,23559.52,17972.43642857143,4436.1957517876235,9892.1,27400.54,18487.726,4885.215473806789,9892.1,28906.6,0,19,25,6,2,2017,0,0,0,0,0.31417084184458144,0.49135325374370287,1.097467116676655,2299722.080000001,13893
2017-06-20,14659.82,94,107.0,93,25933.44,156.0,16894.89,126.0,17525.09,134.0,20368.53,148.0,18439.235714285714,4826.840059027079,13070.16,25933.44,17867.643571428573,4207.799763409351,9892.1,25933.44,18940.035,4926.696425774184,9892.1,28906.6,1,20,25,6,2,2017,0,0,0,0,-0.4347136361392858,-0.13229266363971592,-0.2802710848549208,2314381.900000001,13987
2017-06-21,7275.1,35,38.0,35,14659.82,94.0,23559.52,131.0,16072.62,129.0,28906.6,148.0,18119.94,5016.234326607292,13070.16,25933.44,17662.981428571427,4294.530527349439,9892.1,25933.44,18749.744666666666,4979.582874902843,9892.1,28906.6,2,21,25,6,2,2017,0,0,0,0,-0.5037387907900642,-0.6912033861470861,-0.7483239121861442,2321657.000000001,14022
2017-06-22,10609.039999999999,88,98.0,87,7275.1,35.0,15105.26,108.0,22106.28,137.0,20622.47,125.0,15793.594285714285,5789.559198666335,7275.1,25933.44,17034.587142857144,5111.144848860905,7275.1,25933.44,18028.69466666667,5024.078194818065,7275.1,27400.54,3,22,25,6,2,2017,0,0,0,0,0.4582672403128478,-0.2976592259914759,-0.48555919829196026,2332266.040000001,14110
2017-06-23,15698.5,107,117.0,106,10609.039999999999,88.0,14777.69,97.0,18738.53,108.0,26991.95,142.0,15151.277142857143,6118.711386091893,7275.1,25933.44,16213.355714285715,5157.019968909766,7275.1,25933.44,17694.913666666667,5176.141559034283,7275.1,27400.54,4,23,25,6,2,2017,0,0,0,0,0.4797286088090913,0.06231082124472764,-0.41840067131126135,2347964.540000001,14217
2017-06-24,10013.7,76,81.0,75,15698.5,107.0,13070.16,75.0,9892.1,77.0,18420.66,108.0,15282.82142857143,6119.23922785186,7275.1,25933.44,15996.210714285715,5106.267328530945,7275.1,25933.44,17318.465333333334,4878.807741053503,7275.1,27400.54,5,24,25,6,2,2017,1,0,0,0,-0.3621237697869223,-0.23385023595732568,-0.45638755614619664,2357978.240000001,14293
2017-06-25,20734.34,105,117.0,102,10013.7,76.0,19733.69,90.0,19348.54,115.0,12680.52,80.0,14846.184285714286,6405.775238485608,7275.1,25933.44,16004.89642857143,5095.176973199728,7275.1,25933.44,17038.233333333334,5051.694999010707,7275.1,27400.54,6,25,25,6,2,2017,1,0,0,0,1.0705972817240381,0.050707698357479014,0.6351332595193258,2378712.580000001,14398
2017-06-26,15200.32,72,83.0,69,20734.34,105.0,25933.44,156.0,17389.2,126.0,16333.54,83.0,14989.134285714286,6542.723198676171,7275.1,25933.44,16103.882142857143,5177.921165922716,7275.1,25933.44,17306.694,5026.064662088392,7275.1,27400.54,0,26,26,6,2,2017,0,0,0,0,-0.2669011890419468,-0.41387181955035657,-0.06937993845792167,2393912.900000001,14470
2017-06-27,19680.13,141,153.0,141,15200.32,72.0,14659.82,94.0,16894.89,126.0,11120.71,98.0,13455.831428571428,4484.287557741413,7275.1,20734.34,15947.53357142857,5169.164737599309,7275.1,25933.44,17268.920000000002,5037.87527088621,7275.1,27400.54,1,27,26,6,2,2017,0,0,0,0,0.29471813751289466,0.3424537272626813,0.7696828709677712,2413593.0300000007,14611
2017-06-28,17080.88,120,128.0,119,19680.13,141.0,7275.1,35.0,23559.52,131.0,22225.09,160.0,14173.018571428573,5071.896618361592,7275.1,20734.34,16146.479285714286,5261.2086461067765,7275.1,25933.44,17554.234,4918.637164791993,7275.1,27400.54,2,28,26,6,2,2017,0,0,0,0,-0.13207483893653138,1.3478550123022366,-0.23145958014118273,2430673.9100000006,14731
2017-06-29,14694.57,114,122.0,112,17080.88,120.0,10609.039999999999,88.0,15105.26,108.0,17074.36,105.0,15573.844285714285,4112.643118911323,10013.7,20734.34,15683.719285714285,4825.93944659876,7275.1,25933.44,17382.760333333335,4839.214195589646,7275.1,27400.54,3,29,26,6,2,2017,0,0,0,0,-0.13970650224110237,0.3850989344936018,-0.13937799132734696,2445368.4800000004,14845
2017-06-30,16236.74,95,97.0,95,14694.57,114.0,15698.5,107.0,14777.69,97.0,24063.38,129.0,16157.49142857143,3540.770497685639,10013.7,20734.34,15654.384285714286,4830.97174188942,7275.1,25933.44,17303.434,4863.886282773866,7275.1,27400.54,4,30,26,6,2,2017,0,0,1,0,0.10494829042292486,0.034286078287734556,-0.32525106614282784,2461605.2200000007,14940
2017-07-01,14139.0,80,94.0,80,16236.74,95.0,10013.7,76.0,13070.16,75.0,21781.38,124.0,16234.382857142858,3534.981269769878,10013.7,20734.34,15758.602142857142,4826.33982884176,7275.1,25933.44,17042.546,4695.791927964343,7275.1,27400.54,5,1,26,7,3,2017,1,1,0,0,-0.12919711715529103,0.4119656071182478,-0.3508675758836217,2475744.2200000007,15020
2017-07-02,14002.37,108,118.0,107,14139.0,80.0,20734.34,105.0,19733.69,90.0,21769.38,127.0,16823.71142857143,2524.517525485014,14139.0,20734.34,15834.947857142857,4788.849375672583,7275.1,25933.44,16787.8,4636.774142657123,7275.1,27400.54,6,2,26,7,3,2017,1,0,0,0,-0.009663342527760022,-0.32467732274092154,-0.35678599941753053,2489746.590000001,15128
2017-07-03,19328.18,118,131.0,117,14002.37,108.0,15200.32,72.0,25933.44,156.0,12265.44,89.0,15862.00142857143,2017.9148141537135,14002.37,19680.13,15425.567857142858,4673.50866366716,7275.1,25933.44,16528.899666666668,4565.319638168998,7275.1,27400.54,0,3,27,7,3,2017,0,0,0,0,0.3803506120749558,0.27156401970484834,0.5758244302691138,2509074.770000001,15246
2017-07-04,18107.6,125,134.0,122,19328.18,118.0,19680.13,141.0,14659.82,94.0,16029.49,102.0,16451.695714285714,2365.5259212618976,14002.37,19680.13,14953.763571428572,3778.8937796511714,7275.1,20734.34,16764.324333333334,4519.758528055316,7275.1,27400.54,1,4,27,7,3,2017,0,0,0,0,-0.06315028109216703,-0.07990445185067385,0.12964292688039358,2527182.370000001,15371
2017-07-05,24664.58,145,162.0,142,18107.6,125.0,17080.88,120.0,7275.1,35.0,27400.54,147.0,16227.048571428571,2063.178938745014,14002.37,19328.18,15200.03357142857,3869.5228605378165,7275.1,20734.34,16833.594666666664,4524.030679385989,7275.1,27400.54,2,5,27,7,3,2017,0,0,0,0,0.3621120413528023,0.4439876633990756,-0.09985058688624382,2551846.950000001,15516
2017-07-06,26556.07,154,162.0,152,24664.58,145.0,14694.57,114.0,10609.039999999999,88.0,17525.09,134.0,17310.434285714284,3825.0725539517884,14002.37,24664.58,16442.139285714286,3920.608152369034,10013.7,24664.58,16742.396,4326.953359016086,7275.1,25933.44,3,6,27,7,3,2017,0,0,0,0,0.07668851446081781,0.8072029327840149,0.5153171823939278,2578403.020000001,15670
2017-07-07,16676.75,121,134.0,120,26556.07,154.0,16236.74,95.0,15698.5,107.0,16072.62,129.0,19004.934285714287,4938.4005897316465,14002.37,26556.07,17581.21285714286,4384.648871987579,10013.7,26556.07,17043.428666666667,4682.80126615412,7275.1,26556.07,4,7,27,7,3,2017,0,0,0,0,-0.37201739564626846,0.027099651777388933,0.03758752462261894,2595079.770000001,15791
2017-07-08,12001.35,84,91.0,83,16676.75,121.0,14139.0,80.0,10013.7,76.0,22106.28,137.0,19067.792857142857,4899.943645470878,14002.37,26556.07,17651.08785714286,4360.063378481091,10013.7,26556.07,17063.566333333332,4679.780503470789,7275.1,26556.07,5,8,27,7,3,2017,1,0,0,0,-0.280354385596714,-0.15118820284319967,-0.4571067588033807,2607081.120000001,15875
2017-07-09,10701.14,94,98.0,94,12001.35,84.0,14002.37,108.0,20734.34,105.0,18738.53,108.0,18762.414285714283,5307.942311514122,12001.35,26556.07,17793.062857142857,4117.875036416844,12001.35,26556.07,16726.735333333334,4667.951779527941,7275.1,26556.07,6,9,27,7,3,2017,1,0,0,0,-0.10833864523574444,-0.2357622316793515,-0.4289231866106893,2617782.260000001,15969
2017-07-10,20661.8,143,156.0,140,10701.14,94.0,19328.18,118.0,15200.32,72.0,9892.1,77.0,18290.81,5913.469889238747,10701.14,26556.07,17076.405714285713,4428.001170322813,10701.14,26556.07,16458.822333333334,4777.860582892341,7275.1,26556.07,0,10,28,7,3,2017,0,0,0,0,0.9308036340053489,0.0689987365597795,1.0887172592270598,2638444.060000001,16112
2017-07-11,24964.63,165,184.0,164,20661.8,143.0,18107.6,125.0,19680.13,141.0,19348.54,115.0,18481.327142857142,5973.638427523921,10701.14,26556.07,17466.511428571426,4490.145849585692,10701.14,26556.07,16817.81233333333,4670.847095872269,7275.1,26556.07,1,11,28,7,3,2017,0,0,0,0,0.2082504912447125,0.378682431686143,0.2902591099896943,2663408.690000001,16277
2017-07-12,22740.8,153,166.0,153,24964.63,165.0,24664.58,145.0,17080.88,120.0,17389.2,126.0,19460.902857142857,6445.705292114311,10701.14,26556.07,17843.975714285716,4894.46541176666,10701.14,26556.07,17005.015333333333,4883.477675027769,7275.1,26556.07,2,12,28,7,3,2017,0,0,0,0,-0.08907922929360468,-0.07799767926313772,0.30775423826282977,2686149.4900000007,16430
2017-07-13,17986.75,137,155.0,135,22740.8,153.0,26556.07,154.0,14694.57,114.0,16894.89,126.0,19186.077142857142,6224.059038986571,10701.14,26556.07,18248.255714285715,5057.619326164786,10701.14,26556.07,17183.402,4994.477107252734,7275.1,26556.07,3,13,28,7,3,2017,0,0,0,0,-0.20905377119538449,-0.32268780734498737,0.06462664154664521,2704136.2400000007,16567
2017-07-14,21833.26,149,168.0,147,17986.75,137.0,16676.75,121.0,16236.74,95.0,23559.52,131.0,17961.88857142857,5308.241906021957,10701.14,24964.63,18483.411428571428,4955.177559283674,10701.14,26556.07,17219.797333333332,4996.280119343908,7275.1,26556.07,4,14,28,7,3,2017,0,0,0,0,0.21385241914186826,0.3092035318632227,-0.07327229077672215,2725969.5000000005,16716
2017-07-15,13128.05,98,112.0,98,21833.26,149.0,12001.35,84.0,14139.0,80.0,15105.26,108.0,18698.532857142858,5455.914447666599,10701.14,24964.63,18883.16285714286,4985.640429896835,10701.14,26556.07,17162.25533333333,4930.252346242092,7275.1,26556.07,5,15,28,7,3,2017,1,0,0,0,-0.3987132475864804,0.09388110504234937,-0.1308954629049749,2739097.5500000003,16814
2017-07-16,16150.23,114,148.0,113,13128.05,98.0,10701.14,94.0,14002.37,108.0,14777.69,97.0,18859.489999999998,5237.663050578949,10701.14,24964.63,18810.952142857142,5066.307848557618,10701.14,26556.07,17096.34833333333,4971.739196914046,7275.1,26556.07,6,16,28,7,3,2017,1,0,0,0,0.23020783741682882,0.509206495756527,0.09287919830501234,2755247.7800000003,16928
2017-07-17,25799.54,168,194.0,165,16150.23,114.0,20661.8,143.0,19328.18,118.0,13070.16,75.0,19637.931428571428,4105.652668567355,13128.05,24964.63,18964.370714285713,4940.450277646702,10701.14,26556.07,17142.099666666665,4955.956696398352,7275.1,26556.07,0,17,29,7,3,2017,0,0,0,0,0.5974719864670659,0.24865887773572504,0.9739268685310662,2781047.3200000003,17096
2017-07-18,32450.89,192,220.0,188,25799.54,168.0,24964.63,165.0,18107.6,125.0,19733.69,90.0,20371.894285714287,4730.8298429164115,13128.05,25799.54,19426.610714285714,5268.925571530701,10701.14,26556.07,17566.412333333334,5136.928640345768,7275.1,26556.07,1,18,29,7,3,2017,0,0,0,0,0.2578088601579718,0.2998746626727493,0.6444410548660693,2813498.2100000004,17288
2017-07-19,20411.75,153,171.0,150,32450.89,192.0,22740.8,153.0,24664.58,145.0,25933.44,156.0,21441.359999999997,6468.9917264593805,13128.05,32450.89,20451.13142857143,6288.558357171501,10701.14,32450.89,17990.319,5803.425614083661,7275.1,32450.89,2,19,29,7,3,2017,0,0,0,0,-0.37099567993358573,-0.10241724125800322,-0.2129177617778435,2833909.9600000004,17441
2017-07-20,22517.84,142,168.0,142,20411.75,153.0,17986.75,137.0,26556.07,154.0,14659.82,94.0,21108.63857142857,6450.888199016799,13128.05,32450.89,20147.35785714286,6170.987113565157,10701.14,32450.89,17806.262666666666,5627.722549528833,7275.1,32450.89,3,20,29,7,3,2017,0,0,0,0,0.10318027606648128,0.25191265792875317,0.5360243168060728,2856427.8000000003,17583
2017-07-21,15870.79,115,131.0,112,22517.84,142.0,21833.26,149.0,16676.75,121.0,7275.1,35.0,21755.937142857143,6311.239229437463,13128.05,32450.89,19858.912857142856,5938.381367345587,10701.14,32450.89,18068.196666666667,5659.0091390584475,7275.1,32450.89,4,21,29,7,3,2017,0,0,0,0,-0.2951903912631051,-0.2730911462603385,1.1815219034789899,2872298.5900000003,17698
2017-07-22,13318.54,88,101.0,84,15870.79,115.0,13128.05,98.0,12001.35,84.0,10609.039999999999,88.0,20904.155714285713,6690.051077552535,13128.05,32450.89,19801.344285714287,5975.394534389413,10701.14,32450.89,18354.719666666664,5299.908737533368,10013.7,32450.89,5,22,29,7,3,2017,1,0,0,0,-0.16081430098942773,0.01451015192659999,0.255395398641159,2885617.1300000004,17786
2017-07-23,14066.83,105,107.0,104,13318.54,88.0,16150.23,114.0,10701.14,94.0,15698.5,107.0,20931.368571428575,6653.435984881361,13318.54,32450.89,19895.429285714286,5852.233831685991,10701.14,32450.89,18445.036333333333,5185.207026383653,10013.7,32450.89,6,23,29,7,3,2017,1,0,0,0,0.056184086243687315,-0.1290012588056021,-0.10393795585565502,2899683.9600000004,17891
2017-07-24,22950.01,162,180.0,159,14066.83,105.0,25799.54,168.0,20661.8,143.0,10013.7,76.0,20633.739999999998,6943.243560267776,13318.54,32450.89,20135.835714285717,5504.269750496086,13128.05,32450.89,18390.64733333333,5223.426241312681,10013.7,32450.89,0,24,30,7,3,2017,0,0,0,0,0.631498354639958,-0.11044886846819757,1.2918611502241926,2922633.97,18053
2017-07-25,20884.7,153,171.0,151,22950.01,162.0,32450.89,192.0,24964.63,165.0,20734.34,105.0,20226.664285714283,6667.976072692161,13318.54,32450.89,20299.27928571429,5554.8298913709805,13128.05,32450.89,18821.857666666667,5038.738005685118,10701.14,32450.89,1,25,30,7,3,2017,0,0,0,0,-0.08999168192083562,-0.3564213493065983,0.007251737938125835,2943518.6700000004,18206
2017-07-26,14053.84,124,146.0,121,20884.7,153.0,20411.75,153.0,22740.8,153.0,15200.32,72.0,18574.35142857143,4055.0746330634024,13318.54,22950.01,20007.855714285713,5395.9955874742545,13128.05,32450.89,18826.86966666667,5040.780304335395,10701.14,32450.89,2,26,30,7,3,2017,0,0,0,0,-0.3270748442639827,-0.3114828468896591,-0.07542472790046517,2957572.5100000002,18330
2017-07-27,18945.82,124,138.0,123,14053.84,124.0,22517.84,142.0,17986.75,137.0,19680.13,141.0,17666.07857142857,4280.694154431145,13318.54,22950.01,19387.358571428573,5554.686681862374,13128.05,32450.89,18788.653666666665,5073.462573495383,10701.14,32450.89,3,27,30,7,3,2017,0,0,0,0,0.3480884939632156,-0.1586306679503896,-0.03731225352678058,2976518.33,18454
2017-07-28,23276.3,132,153.0,129,18945.82,124.0,15870.79,115.0,21833.26,149.0,17080.88,120.0,17155.79,3790.8100023609777,13318.54,22950.01,19455.86357142857,5541.983986505748,13128.05,32450.89,18764.176666666663,5070.783961536382,10701.14,32450.89,4,28,30,7,3,2017,0,0,0,0,0.22857179050576848,0.46661256307972043,0.36271082051978576,2999794.63,18586
2017-07-29,18371.91,115,130.0,112,23276.3,132.0,13318.54,88.0,13128.05,98.0,14694.57,114.0,18213.719999999998,4362.651130329661,13318.54,23276.3,19558.937857142857,5602.688949175924,13128.05,32450.89,18970.690666666665,5125.726114731532,10701.14,32450.89,5,29,30,7,3,2017,1,0,0,0,-0.21070316158495983,0.37942372061802554,0.2502516235589065,3018166.54,18701
2017-07-30,15341.69,117,130.0,116,18371.91,115.0,14066.83,105.0,16150.23,114.0,16236.74,95.0,18935.63,3799.3531865481154,14053.84,23276.3,19933.499285714286,5307.1807219847915,13318.54,32450.89,19093.268666666667,5063.532729035317,10701.14,32450.89,6,30,30,7,3,2017,1,0,0,0,-0.16493766842968416,0.09062880549491248,-0.055124981985299915,3033508.23,18818
2017-07-31,20479.91,148,166.0,144,15341.69,117.0,22950.01,162.0,25799.54,168.0,14139.0,80.0,19117.752857142856,3549.4017795196305,14053.84,23276.3,19875.74642857143,5355.694771696614,13318.54,32450.89,19063.433666666668,5083.54149528515,10701.14,32450.89,0,31,31,7,3,2017,0,0,1,0,0.33491877361620515,-0.1076295827322079,0.44846948157578326,3053988.14,18966
2017-08-01,25417.36,165,185.0,164,20479.91,148.0,20884.7,153.0,32450.89,192.0,14002.37,108.0,18764.881428571425,3211.623875650386,14053.84,23276.3,19495.772857142856,5084.950864847581,13318.54,32450.89,19274.797333333336,5002.914840619324,10701.14,32450.89,1,1,31,8,3,2017,0,1,0,0,0.24108748524773804,0.2170325645089468,0.8152184237382671,3079405.5,19131
2017-08-02,21690.26,157,172.0,157,25417.36,165.0,14053.84,124.0,20411.75,153.0,19328.18,118.0,19412.404285714285,4056.147739867046,14053.84,25417.36,18993.377857142856,3920.6941366768037,13318.54,25417.36,19655.297000000002,5022.139729482076,10701.14,32450.89,2,2,31,8,3,2017,0,0,0,0,-0.14663599996223065,0.5433689297729303,0.12220912677758577,3101095.76,19288
2017-08-03,22380.55,148,166.0,146,21690.26,157.0,18945.82,124.0,22517.84,142.0,18107.6,125.0,20503.321428571428,3338.1062717426425,15341.69,25417.36,19084.7,3970.8417065267404,13318.54,25417.36,19734.033,5035.333172415556,10701.14,32450.89,3,3,31,8,3,2017,0,0,0,0,0.031824883611353716,0.18129223227075952,0.23597550199916073,3123476.3099999996,19436
2017-08-04,21712.53,142,161.0,139,22380.55,148.0,23276.3,132.0,15870.79,115.0,24664.58,145.0,20993.99714285714,3323.4158808356215,15341.69,25417.36,19074.893571428573,3961.870389641352,13318.54,25417.36,19876.46466666667,5048.157701158954,10701.14,32450.89,4,4,31,8,3,2017,0,0,0,0,-0.02984823876088838,-0.06718292855823305,-0.11968782764596042,3145188.8399999994,19578
2017-08-05,14465.84,115,126.0,113,21712.53,142.0,18371.91,115.0,13318.54,88.0,26556.07,154.0,20770.601428571426,3194.4901085276338,15341.69,25417.36,19492.160714285714,3905.683244373032,13318.54,25417.36,19778.063000000002,4979.916873424165,10701.14,32450.89,5,5,31,8,3,2017,1,0,0,0,-0.33375613067661847,-0.2126109914538009,-0.45527180791434874,3159654.6799999992,19693
2017-08-06,17023.39,109,122.0,108,14465.84,115.0,15341.69,117.0,14066.83,105.0,16676.75,121.0,20212.591428571428,3937.96208509523,14465.84,25417.36,19574.110714285714,3776.0682322906605,14053.84,25417.36,19375.055333333334,4901.067683988809,10701.14,32450.89,6,6,31,8,3,2017,1,0,0,0,0.17679927332253076,0.10961634604792558,0.02078582457613143,3176678.0699999994,19802
2017-08-07,26629.34,157,182.0,155,17023.39,109.0,20479.91,148.0,22950.01,162.0,12001.35,84.0,20452.834285714285,3630.5780282247783,14465.84,25417.36,19785.29357142857,3518.2452722270054,14053.84,25417.36,19386.609999999997,4894.891572560523,10701.14,32450.89,0,7,32,8,3,2017,0,0,0,0,0.564279500146563,0.30026645624907533,1.2188620446866394,3203307.409999999,19959
2017-08-08,21541.13,146,159.0,145,26629.34,157.0,25417.36,165.0,20884.7,153.0,10701.14,94.0,21331.324285714283,4317.268771993296,14465.84,26629.34,20048.102857142858,3890.5529238843324,14053.84,26629.34,19874.20966666667,4862.316076634649,10701.14,32450.89,1,8,32,8,3,2017,0,0,0,0,-0.19107533269694255,-0.1525032497474167,1.0129752531038752,3224848.539999999,20105
2017-08-09,24214.39,144,161.0,144,21541.13,146.0,21690.26,157.0,14053.84,124.0,20661.8,143.0,20777.577142857142,3937.739139606688,14465.84,26629.34,20094.990714285716,3905.338391423987,14053.84,26629.34,20235.542666666668,4549.86919639714,13128.05,32450.89,2,9,32,8,3,2017,0,0,0,0,0.12410026772040261,0.11637158798465297,0.17194000522703745,3249062.9299999992,20249
2017-08-10,23594.02,157,179.0,153,24214.39,144.0,22380.55,148.0,18945.82,124.0,24964.63,165.0,21138.16714285714,4145.343849230974,14465.84,26629.34,20820.74428571429,3630.761484466829,14465.84,26629.34,20353.962333333333,4607.2162875568065,13128.05,32450.89,3,10,32,8,3,2017,0,0,0,0,-0.025619889660652206,0.05421984714406047,-0.054902075456355726,3272656.9499999993,20406
2017-08-11,23627.11,141,164.0,138,23594.02,157.0,21712.53,142.0,23276.3,132.0,22740.8,153.0,21311.52,4230.4568975229995,14465.84,26629.34,21152.75857142857,3658.541373380396,14465.84,26629.34,20308.27533333333,4566.534617535463,13128.05,32450.89,4,11,32,8,3,2017,0,0,0,0,0.0014024740167211114,0.08817857707047505,0.03897444241187653,3296284.059999999,20547
2017-08-12,16221.09,98,108.0,96,23627.11,141.0,14465.84,115.0,18371.91,115.0,17986.75,137.0,21585.03142857143,4321.613932469467,14465.84,26629.34,21177.816428571427,3675.367286679497,14465.84,26629.34,20337.819000000003,4585.641821076117,13128.05,32450.89,5,12,32,8,3,2017,1,0,0,0,-0.3134543327558893,0.12133757873721818,-0.09816448218827745,3312505.149999999,20645
2017-08-13,15928.58,96,109.0,96,16221.09,98.0,17023.39,109.0,15341.69,117.0,21833.26,149.0,21835.78142857143,3866.672428218809,16221.09,26629.34,21024.18642857143,3842.813637879247,14465.84,26629.34,20278.963666666667,4627.992899786274,13128.05,32450.89,6,13,32,8,3,2017,1,0,0,0,-0.018032696939601522,-0.06431210234859208,-0.27044426714104985,3328433.729999999,20741
2017-08-14,22232.12,159,176.0,156,15928.58,96.0,26629.34,157.0,20479.91,148.0,13128.05,98.0,21679.38,4108.357774318094,15928.58,26629.34,21066.10714285714,3778.7223409230614,14465.84,26629.34,20082.141,4684.821625521511,13128.05,32450.89,0,14,33,8,3,2017,0,0,0,0,0.3957377242666955,-0.16512688635918127,0.6934822764995563,3350665.849999999,20900
2017-08-15,27992.04,194,210.0,190,22232.12,159.0,21541.13,146.0,25417.36,165.0,16150.23,114.0,21051.205714285716,3519.299612711102,15928.58,24214.39,21191.265000000003,3786.8223834680266,14465.84,26629.34,20385.609999999997,4510.444894605823,13318.54,32450.89,1,15,33,8,3,2017,0,0,0,0,0.2590810053202304,0.29946943359053124,0.7332285670235037,3378657.889999999,21094
2017-08-16,28398.61,174,207.0,170,27992.04,194.0,24214.39,144.0,21690.26,157.0,25799.54,168.0,21972.764285714286,4402.709051560772,15928.58,27992.04,21375.170714285712,4060.480004007587,14465.84,27992.04,20780.337,4643.2165305426315,13318.54,32450.89,2,16,33,8,3,2017,0,0,0,0,0.014524486246804358,0.17279890181003954,0.10074094344317763,3407056.499999999,21268
2017-08-17,21885.09,158,169.0,155,28398.61,174.0,23594.02,157.0,22380.55,148.0,32450.89,192.0,22570.510000000002,5001.143030754727,15928.58,28398.61,21854.338571428576,4475.166216646375,14465.84,28398.61,20866.972666666665,4762.80432214693,13318.54,32450.89,3,17,33,8,3,2017,0,0,0,0,-0.22936052151848274,-0.07243064132352184,-0.3255935353390924,3428941.589999999,21426
2017-08-18,20143.72,147,160.0,145,21885.09,158.0,23627.11,141.0,21712.53,142.0,20411.75,153.0,22326.377142857145,4984.536280289644,15928.58,28398.61,21818.94857142857,4472.643148325068,14465.84,28398.61,20514.779333333332,4238.465333513123,13318.54,28398.61,4,18,33,8,3,2017,0,0,0,0,-0.07956878404429679,-0.14743191190120164,-0.013131162198243618,3449085.309999999,21573
2017-08-19,15172.92,108,128.0,108,20143.72,147.0,16221.09,98.0,14465.84,115.0,22517.84,142.0,21828.75,5006.866425247092,15928.58,28398.61,21706.890714285717,4495.110556411358,14465.84,28398.61,20505.845000000005,4238.972461837755,13318.54,28398.61,5,19,33,8,3,2017,1,0,0,0,-0.24676673424769613,-0.06461772914150654,-0.326182262597123,3464258.229999999,21681
2017-08-20,15073.71,104,118.0,103,15172.92,108.0,15928.58,96.0,17023.39,109.0,15870.79,115.0,21679.011428571426,5213.916302174486,15172.92,28398.61,21757.39642857143,4410.673175155914,15172.92,28398.61,20261.014333333333,4329.893850533445,13318.54,28398.61,6,20,33,8,3,2017,1,0,0,0,-0.006538622756859014,-0.053668939729718534,-0.050223082782898776,3479331.939999999,21785
2017-08-21,26019.72,177,212.0,175,15073.71,104.0,22232.12,159.0,26629.34,157.0,13318.54,88.0,21556.887142857147,5378.470727445711,15073.71,28398.61,21618.133571428574,4598.426332469364,15073.71,28398.61,20234.445000000003,4360.102500436818,13318.54,28398.61,0,21,34,8,3,2017,0,0,0,0,0.7261656221328394,0.17036611893062847,0.9536465708703807,3505351.659999999,21962
2017-08-22,19955.45,138,161.0,134,26019.72,177.0,27992.04,194.0,21541.13,146.0,14066.83,105.0,22097.972857142857,5641.796487584759,15073.71,28398.61,21574.589285714286,4549.953924600952,15073.71,28398.61,20657.817666666666,4281.341447149532,14053.84,28398.61,1,22,34,8,3,2017,0,0,0,0,-0.23306438347530256,-0.2871026906220483,0.41861741415798726,3525307.1099999994,22100
2017-08-23,18789.7,112,158.0,110,19955.45,138.0,28398.61,174.0,24214.39,144.0,22950.01,162.0,20949.88857142857,5026.644004089363,15073.71,28398.61,21461.32642857143,4570.54064436515,15073.71,28398.61,20854.105,4099.886429989487,14053.84,28398.61,2,23,34,8,3,2017,0,0,0,0,-0.05841762526026728,-0.3383584619106358,-0.18127704519518717,3544096.8099999996,22212
