date,revenue,order_count,items_sold,unique_customers,revenue_lag_1,orders_lag_1,revenue_lag_7,orders_lag_7,revenue_lag_14,orders_lag_14,revenue_lag_30,orders_lag_30,revenue_rolling_mean_7,revenue_rolling_std_7,revenue_rolling_min_7,revenue_rolling_max_7,revenue_rolling_mean_14,revenue_rolling_std_14,revenue_rolling_min_14,revenue_rolling_max_14,revenue_rolling_mean_30,revenue_rolling_std_30,revenue_rolling_min_30,revenue_rolling_max_30,day_of_week,day_of_month,week_of_year,month,quarter,year,is_weekend,is_month_start,is_month_end,is_holiday_season,revenue_growth_1d,revenue_growth_7d,revenue_growth_30d,cumulative_revenue,cumulative_orders
2017-11-28,56708.41,380,431.0,377,56966.28,403.0,39831.85,228.0,32012.6,192.0,20444.68,132.0,69305.89714285715,50181.14229228865,30721.62,179200.03,51084.982142857145,39439.71948964709,23312.6,179200.03,37478.308666666664,29514.787230809874,20444.68,179200.03,1,28,48,11,4,2017,0,0,0,1,-0.004526712995828297,0.423695108311565,1.7737489655010497,6345637.699999999,39167
2017-11-29,48043.16,323,366.0,322,56708.41,380.0,30721.62,201.0,27683.35,186.0,23741.86,149.0,71716.83428571429,48918.59079556045,30721.62,179200.03,52848.96857142857,39071.62383767432,23312.6,179200.03,38687.09966666667,29535.7027168729,21752.57,179200.03,2,29,48,11,4,2017,0,0,0,1,-0.15280361413765609,0.5638224807155354,1.0235634444816033,6393680.859999999,39490
2017-11-30,37026.73,267,295.0,264,48043.16,323.0,52584.62,283.0,33063.27,226.0,27058.22,160.0,74191.34,46895.52957138732,48043.16,179200.03,54303.24071428571,38436.63316169883,23312.6,179200.03,39497.143000000004,29444.784612029718,21752.57,179200.03,3,30,48,11,4,2017,0,0,1,1,-0.22930277691975298,-0.2958638856760779,0.36840967365924304,6430707.59,39757
2017-12-01,46080.840000000004,275,312.0,267,37026.73,267.0,179200.03,1176.0,35386.84,197.0,22702.16,111.0,71968.78428571428,48433.67246839941,37026.73,179200.03,54586.34500000001,38282.443644871535,23312.6,179200.03,39829.426666666666,29355.683610264427,21752.57,179200.03,4,1,48,12,4,2017,0,1,0,0,0.24452901998097043,-0.7428524984063898,1.029799807595401,6476788.43,40032
2017-12-02,35908.51,216,235.0,215,46080.840000000004,275.0,71897.01,499.0,27968.57,149.0,25017.16,124.0,52951.75714285715,10916.639631732867,37026.73,71897.01,55350.20214285714,37975.34151694332,23312.6,179200.03,40608.716,29195.209099058164,21752.57,179200.03,5,2,48,12,4,2017,1,0,0,0,-0.22074966515367345,-0.5005562818259062,0.43535517220979525,6512696.9399999995,40248
2017-12-03,34803.19,234,261.0,233,35908.51,216.0,53939.87,391.0,23312.6,158.0,27058.52,143.0,47810.542857142864,8770.81526165732,35908.51,56966.28,55917.34071428572,37592.314979376264,23312.6,179200.03,40971.761000000006,29062.054928634843,21752.57,179200.03,6,3,48,12,4,2017,1,0,0,0,-0.030781561251079448,-0.3547780148524644,0.28621927585100737,6547500.13,40482
2017-12-04,56225.41,337,369.0,333,34803.19,234.0,56966.28,403.0,50621.24,230.0,22294.81,111.0,45076.73142857144,9494.469484581268,34803.19,56966.28,56738.09714285715,36945.56823567661,30721.62,179200.03,41229.916666666664,28968.44997590314,21752.57,179200.03,0,4,49,12,4,2017,0,0,0,0,0.615524611393381,-0.013005413026794033,1.5219057708946613,6603725.54,40819
2017-12-05,40707.77,282,323.0,281,56225.41,337.0,56708.41,380.0,39831.85,228.0,21752.57,144.0,44970.89285714286,9342.759770682738,34803.19,56708.41,57138.395000000004,36904.53248054596,30721.62,179200.03,42360.93666666666,28865.868220040556,21752.57,179200.03,1,5,49,12,4,2017,0,0,0,0,-0.27598980603253953,-0.28215638562252066,0.8714004827935273,6644433.31,41101
2017-12-06,46149.63,280,314.0,276,40707.77,282.0,48043.16,323.0,30721.62,201.0,33945.14,193.0,42685.08714285715,7826.807717370337,34803.19,56225.41,57200.96071428571,36873.66463229329,30721.62,179200.03,42992.776666666665,28605.499606627174,23312.6,179200.03,2,6,49,12,4,2017,0,0,0,0,0.13368111296688578,-0.039413102718472426,0.3595357096774383,6690582.9399999995,41381
2017-12-07,33664.2,229,257.0,228,46149.63,280.0,37026.73,267.0,52584.62,283.0,24945.21,160.0,42414.58285714286,7641.285000514499,34803.19,56225.41,58302.96142857143,36246.64187336336,34803.19,179200.03,43399.593,28559.136850934556,23312.6,179200.03,3,7,49,12,4,2017,0,0,0,0,-0.2705423640449556,-0.09081358251187743,0.34952562034955803,6724247.14,41610
2017-12-08,35160.82,219,237.0,218,33664.2,229.0,46080.840000000004,275.0,179200.03,1176.0,23436.7,175.0,41934.221428571436,8126.709366614,33664.2,56225.41,56951.50285714286,36824.3717211039,33664.2,179200.03,43690.226,28408.82829707921,23312.6,179200.03,4,8,49,12,4,2017,0,0,0,0,0.04445731667468711,-0.23697528083255437,0.5002461950701249,6759407.96,41829
2017-12-09,23639.52,155,170.0,153,35160.82,219.0,35908.51,216.0,71897.01,499.0,29175.83,191.0,40374.21857142857,8245.298556471143,33664.2,56225.41,46662.987857142856,11356.558534141703,33664.2,71897.01,44081.030000000006,28200.48168423455,23312.6,179200.03,5,9,49,12,4,2017,1,0,0,0,-0.3276743830206462,-0.341673603276772,-0.1897567267152297,6783047.4799999995,41984
2017-12-10,29784.26,190,205.0,186,23639.52,155.0,34803.19,234.0,53939.87,391.0,23676.7,165.0,38621.50571428572,10380.376168734261,23639.52,56225.41,43216.024285714295,10390.86459420425,23639.52,56966.28,43896.486333333334,28319.2492732146,23312.6,179200.03,6,10,49,12,4,2017,1,0,0,0,0.25993505790303684,-0.14420890728694713,0.2579565564457884,6812831.739999999,42174
2017-12-11,39415.43,267,296.0,264,29784.26,190.0,56225.41,337.0,56966.28,403.0,27578.63,159.0,37904.51571428571,10850.745832480497,23639.52,56225.41,41490.62357142858,10478.344662909147,23639.52,56966.28,44100.07166666667,28190.539049802424,23312.6,179200.03,0,11,50,12,4,2017,0,0,0,0,0.3233644213420108,-0.2989747873781623,0.42920188566292095,6852247.169999999,42441
2017-12-12,40370.39,260,295.0,258,39415.43,267.0,40707.77,282.0,56708.41,380.0,26725.08,174.0,35503.090000000004,7446.384884049293,23639.52,46149.63,40236.991428571426,9487.4506835267,23639.52,56708.41,44494.63166666667,28033.727082918154,23312.6,179200.03,1,12,50,12,4,2017,0,0,0,0,0.02422807514722014,-0.008287852663017348,0.5105806979810723,6892617.559999999,42701
2017-12-13,34385.08,218,262.0,213,40370.39,260.0,46149.63,280.0,48043.16,323.0,29606.24,205.0,35454.892857142855,7408.076017472753,23639.52,46149.63,39069.99,8226.579992664469,23639.52,56225.41,44949.475333333336,27845.541765792383,23312.6,179200.03,2,13,50,12,4,2017,0,0,0,0,-0.1482599003873878,-0.2549218704461985,0.16141326963504987,6927002.639999999,42919
2017-12-14,30754.31,200,215.0,199,34385.08,218.0,33664.2,229.0,37026.73,267.0,32012.6,192.0,33774.24285714286,5719.448512472314,23639.52,40370.39,38094.41285714286,7883.293581902667,23639.52,56225.41,45108.770000000004,27768.30370269262,23312.6,179200.03,3,14,50,12,4,2017,0,0,0,0,-0.10559143675105598,-0.08643870937078546,-0.03930608572874428,6957756.949999998,43119
2017-12-15,31451.63,192,208.0,191,30754.31,200.0,35160.82,219.0,46080.840000000004,275.0,27683.35,186.0,33358.54428571429,5833.39231831358,23639.52,40370.39,37646.38285714285,8123.229089930837,23639.52,56225.41,45066.827000000005,27789.70914837649,23312.6,179200.03,4,15,50,12,4,2017,0,0,0,1,0.022673895138600075,-0.10549213584893635,0.1361208090783812,6989208.579999998,43311
2017-12-16,22907.05,131,144.0,130,31451.63,192.0,23639.52,155.0,35908.51,216.0,33063.27,226.0,32828.66,5810.815755772279,23639.52,40370.39,36601.43928571429,7892.436777550873,23639.52,56225.41,45192.43633333333,27716.84729023133,23312.6,179200.03,5,16,50,12,4,2017,1,0,0,1,-0.2716736779620007,-0.030984977698362837,-0.3071753035921734,7012115.629999998,43442
2017-12-17,22106.0,133,151.0,130,22907.05,131.0,29784.26,190.0,34803.19,234.0,35386.84,197.0,32724.021428571432,6007.146922947614,22907.05,40370.39,35672.76357142857,8703.488533565225,22907.05,56225.41,44853.89566666667,27931.300303191405,22907.05,179200.03,6,17,50,12,4,2017,1,0,0,1,-0.03496958359980873,-0.25779589622169563,-0.37530449172630276,7034221.629999998,43575
2017-12-18,33898.13,209,233.0,208,22106.0,133.0,39415.43,267.0,56225.41,337.0,27968.57,149.0,31627.127142857145,7213.330566917194,22106.0,40370.39,34765.82142857143,9432.124173029302,22106.0,56225.41,44411.201,28190.565075750554,22106.0,179200.03,0,18,51,12,4,2017,0,0,0,1,0.5334357188093728,-0.13997817605947727,0.21200797895637846,7068119.759999998,43784
2017-12-19,24494.28,176,201.0,175,33898.13,209.0,40370.39,260.0,40707.77,282.0,23312.6,158.0,30838.941428571434,6485.1620738790425,22106.0,40370.39,33171.01571428571,7131.597277299104,22106.0,46149.63,44608.852999999996,28091.920164707954,22106.0,179200.03,1,19,51,12,4,2017,0,0,0,1,-0.27741500784851547,-0.39326124914819993,0.05068846889664824,7092614.039999998,43960
2017-12-20,32004.68,171,196.0,170,24494.28,176.0,34385.08,218.0,46149.63,280.0,50621.24,230.0,28570.925714285717,5255.836637468885,22106.0,34385.08,32012.909285714286,7130.01222852706,22106.0,46149.63,44648.242333333335,28061.84210485363,22106.0,179200.03,2,20,51,12,4,2017,0,0,0,1,0.30661852481477325,-0.0692276999210123,-0.3677618327800741,7124618.719999998,44131
2017-12-21,21546.44,143,156.0,142,32004.68,171.0,30754.31,200.0,33664.2,229.0,39831.85,228.0,28230.868571428575,4880.5689383560575,22106.0,33898.13,31002.555714285718,5862.158708081342,22106.0,40370.39,44027.69033333334,28130.957858475314,22106.0,179200.03,3,21,51,12,4,2017,0,0,0,1,-0.32677220956435127,-0.29940096201150346,-0.45906504468158016,7146165.159999998,44274
2017-12-22,18073.47,111,127.0,111,21546.44,143.0,31451.63,192.0,35160.82,219.0,30721.62,201.0,26915.458571428575,5309.134006261854,21546.44,33898.13,30137.00142857143,6315.968506891388,21546.44,40370.39,43418.176666666666,28421.597691129235,21546.44,179200.03,4,22,51,12,4,2017,0,0,0,1,-0.16118532806347585,-0.4253566508317693,-0.4117019219689586,7164238.629999998,44385
2017-12-23,16425.64,109,119.0,108,18073.47,111.0,22907.05,131.0,23639.52,155.0,52584.62,283.0,25004.29285714286,5790.184990342623,18073.47,33898.13,28916.476428571426,6894.944948579916,18073.47,40370.39,42996.57166666666,28708.792553024003,18073.47,179200.03,5,23,51,12,4,2017,1,0,0,1,-0.09117396935950883,-0.2829438971844912,-0.6876341409332234,7180664.269999998,44494
2017-12-24,6960.79,59,62.0,59,16425.64,109.0,22106.0,133.0,29784.26,190.0,179200.03,1176.0,24078.37714285715,6637.658613373321,16425.64,33898.13,28401.199285714283,7557.3755824883865,16425.64,40370.39,41791.272333333334,29049.392936875487,16425.64,179200.03,6,24,51,12,4,2017,1,0,0,1,-0.5762241227739071,-0.6851176151271148,-0.961156312306421,7187625.059999998,44553
2017-12-25,12662.23,90,101.0,88,6960.79,59.0,33898.13,209.0,39415.43,267.0,71897.01,499.0,21914.77571428572,9315.796541482317,6960.79,33898.13,26770.95142857143,9458.620058613897,6960.79,40370.39,36049.96433333333,14160.736099582737,6960.79,71897.01,0,25,52,12,4,2017,0,0,0,1,0.8190794435689053,-0.6264622856777056,-0.8238837748607348,7200287.289999998,44643
2017-12-26,23797.46,168,181.0,168,12662.23,90.0,24494.28,176.0,40370.39,260.0,53939.87,391.0,18881.07571428572,8147.493107716882,6960.79,32004.68,24860.00857142857,9409.899696725995,6960.79,40370.39,34075.471666666665,13078.389328063331,6960.79,56966.28,1,26,52,12,4,2017,0,0,0,0,0.8794051284805282,-0.028448274454280775,-0.5588150286606179,7224084.749999998,44811
2017-12-27,21074.29,167,184.0,167,23797.46,168.0,32004.68,171.0,34385.08,218.0,56966.28,403.0,18781.530000000002,8071.382267914144,6960.79,32004.68,23676.227857142858,8283.622035844337,6960.79,34385.08,33070.72466666667,12650.5301261826,6960.79,56966.28,2,27,52,12,4,2017,0,0,0,0,-0.11443111995986122,-0.34152473950684714,-0.6300567634045966,7245159.039999998,44978
2017-12-28,17793.85,146,157.0,146,21074.29,167.0,21546.44,143.0,30754.31,200.0,56708.41,380.0,17220.04571428572,5834.105052221879,6960.79,23797.46,22725.457142857143,7703.516577133841,6960.79,33898.13,31874.325,11992.838634499767,6960.79,56708.41,3,28,52,12,4,2017,0,0,0,0,-0.15566076010152663,-0.17416287795106755,-0.6862220259746306,7262952.889999998,45124
2017-12-29,20552.64,135,151.0,134,17793.85,146.0,18073.47,111.0,31451.63,192.0,48043.16,323.0,16683.961428571434,5535.048176172147,6960.79,23797.46,21799.71,7438.64308086754,6960.79,33898.13,30577.173000000003,11298.561208350802,6960.79,56225.41,4,29,52,12,4,2017,0,0,0,0,0.15504177004976438,0.13717177719607787,-0.5722046593105033,7283505.5299999975,45259
2017-12-30,15412.61,97,108.0,97,20552.64,135.0,16425.64,109.0,22907.05,131.0,37026.73,267.0,17038.128571428573,5715.161839917273,6960.79,23797.46,21021.210714285717,6901.756239523911,6960.79,33898.13,29660.822333333334,10942.3358151305,6960.79,56225.41,5,30,52,12,4,2017,1,0,0,0,-0.2500909858782132,-0.0616737003854948,-0.583743690031499,7298918.139999998,45356
2017-12-31,10190.93,74,78.0,74,15412.61,97.0,6960.79,59.0,22106.0,133.0,46080.840000000004,275.0,16893.410000000003,5745.998800037493,6960.79,23797.46,20485.893571428573,7033.618280034837,6960.79,33898.13,28940.35166666667,11150.211532147816,6960.79,56225.41,6,31,52,12,4,2017,1,0,1,0,-0.33879271583463155,0.4640479026087556,-0.7788466963709864,7309109.0699999975,45430
2018-01-01,8486.29,74,81.0,73,10190.93,74.0,12662.23,90.0,33898.13,209.0,35908.51,216.0,17354.858571428576,4879.801359647055,10190.93,23797.46,19634.817142857144,7526.129428635675,6960.79,33898.13,27744.02133333333,11173.085863487946,6960.79,56225.41,0,1,1,1,1,2018,0,1,0,0,-0.16727030800918063,-0.32979498871841684,-0.7636691135332544,7317595.359999998,45504
2018-01-02,29494.74,204,233.0,204,8486.29,74.0,23797.46,168.0,24494.28,176.0,34803.19,234.0,16758.29571428572,5730.245817251434,8486.29,23797.46,17819.685714285715,6856.080112672284,6960.79,32004.68,26829.94733333333,11595.827112501602,6960.79,56225.41,1,2,1,1,1,2018,0,0,0,0,2.4755753102946043,0.23940706277056467,-0.1525276849622118,7347090.099999998,45708
2018-01-03,37154.62,225,247.0,224,29494.74,204.0,21074.29,167.0,32004.68,171.0,56225.41,337.0,17572.19285714286,7130.269771013068,8486.29,29494.74,18176.86142857143,7343.476903772771,6960.79,32004.68,26652.999,11510.148724618804,6960.79,56225.41,2,3,1,1,1,2018,0,0,0,0,0.25970325556353435,0.763030688103846,-0.33918454307403,7384244.719999998,45933
2018-01-04,40998.15,258,278.0,256,37154.62,225.0,17793.85,146.0,21546.44,143.0,40707.77,282.0,19869.382857142864,10322.400214897823,8486.29,37154.62,18544.714285714286,8171.7092801894405,6960.79,37154.62,26017.305999999997,10281.64680521714,6960.79,46149.63,3,4,1,1,1,2018,0,0,0,0,0.1034468930108825,1.3040629206158312,0.007133281926276158,7425242.869999998,46191
2018-01-05,32341.95,210,244.0,208,40998.15,258.0,20552.64,135.0,18073.47,111.0,46149.63,280.0,23184.28285714286,12939.015337633788,8486.29,40998.15,19934.122142857144,10138.346408493759,6960.79,40998.15,26026.98533333333,10296.08012709281,6960.79,46149.63,4,5,1,1,1,2018,0,0,0,0,-0.2111363561526557,0.5736153603624645,-0.2991937313473585,7457584.819999998,46401
2018-01-06,32711.84,216,258.0,215,32341.95,210.0,15412.61,97.0,16425.64,109.0,33664.2,229.0,24868.470000000005,13301.570248732485,8486.29,40998.15,20953.299285714285,10641.605357993165,6960.79,40998.15,25566.729333333333,9654.142573967367,6960.79,40998.15,5,6,1,1,1,2018,1,0,0,0,0.011436849045898478,1.122407561081478,-0.028289993524277968,7490296.659999998,46617
2018-01-07,33993.48,196,220.0,196,32711.84,216.0,10190.93,74.0,6960.79,59.0,35160.82,219.0,27339.788571428573,12851.3545507771,8486.29,40998.15,22116.59928571429,10992.958530876778,6960.79,40998.15,25534.984,9628.128579882798,6960.79,40998.15,6,7,1,1,1,2018,1,0,0,0,0.03917969762630302,2.3356602390557097,-0.03320002207001993,7524290.139999999,46813
2018-01-08,45310.6,293,334.0,291,33993.48,196.0,8486.29,74.0,12662.23,90.0,23639.52,155.0,30740.15285714286,10489.63616411878,8486.29,40998.15,24047.505714285715,10488.64195174345,8486.29,40998.15,25496.072666666667,9590.169089335233,6960.79,40998.15,0,8,2,1,1,2018,0,0,0,0,0.33292031295413094,4.339270753179539,0.9167309657725706,7569600.739999998,47106
2018-01-09,35440.0,252,272.0,251,45310.6,293.0,29494.74,204.0,23797.46,168.0,29784.26,190.0,36000.768571428576,5530.819335898189,29494.74,45310.6,26379.53214285714,11356.153004217029,8486.29,45310.6,26218.442,10239.684689593014,6960.79,45310.6,1,9,2,1,1,2018,0,0,0,0,-0.21784306541957066,0.20157017827585522,0.18989023061173937,7605040.739999998,47358
2018-01-10,44824.93,277,317.0,277,35440.0,252.0,37154.62,225.0,21074.29,167.0,39415.43,267.0,36850.09142857143,4769.28337675713,32341.95,45310.6,27211.14214285714,11576.673071534302,8486.29,45310.6,26406.966666666667,10358.969062615071,6960.79,45310.6,2,10,2,1,1,2018,0,0,0,0,0.2648117945823927,0.20644296725413946,0.13724320653104627,7649865.669999998,47635
2018-01-11,46746.38,266,305.0,265,44824.93,277.0,40998.15,258.0,17793.85,146.0,40370.39,260.0,37945.85,5650.617786702399,32341.95,45310.6,28907.61642857143,12324.284627987143,8486.29,45310.6,26587.283333333333,10636.574495921379,6960.79,45310.6,3,11,2,1,1,2018,0,0,0,0,0.0428656553395621,0.14020705812335432,0.15793729017728086,7696612.049999998,47901
2018-01-12,37270.23,243,284.0,242,46746.38,266.0,32341.95,210.0,20552.64,135.0,34385.08,218.0,38767.02571428572,6519.06657867464,32341.95,46746.38,30975.65428571429,12738.11555957988,8486.29,46746.38,26799.816333333332,10979.643914142927,6960.79,46746.38,4,12,2,1,1,2018,0,0,0,0,-0.20271409251368755,0.1523804223307501,0.08390703177075642,7733882.279999998,48144
2018-01-13,33222.38,219,240.0,217,37270.23,243.0,32711.84,216.0,15412.61,97.0,30754.31,200.0,39471.065714285716,5950.888835123088,32711.84,46746.38,32169.76785714286,12466.553405757453,8486.29,46746.38,26895.988,11060.711303643837,6960.79,46746.38,5,13,2,1,1,2018,1,0,0,0,-0.10860813040327377,0.01560719299189528,0.08025119080870269,7767104.659999998,48363
2018-01-14,35993.46,235,252.0,230,33222.38,219.0,33993.48,196.0,10190.93,74.0,31451.63,192.0,39544.0,5856.622641605318,33222.38,46746.38,33441.89428571429,11495.965089517085,8486.29,46746.38,26978.256999999998,11099.509531203794,6960.79,46746.38,6,14,2,1,1,2018,1,0,0,0,0.0834100386546659,0.05883422350403644,0.1444068240660341,7803098.119999998,48598
2018-01-15,45208.29,307,340.0,304,35993.46,235.0,45310.6,293.0,8486.29,74.0,22907.05,131.0,39829.711428571434,5583.111699212037,33222.38,46746.38,35284.93214285714,9349.586091993735,8486.29,46746.38,27129.651333333335,11193.208308634963,6960.79,46746.38,0,15,3,1,1,2018,0,0,0,0,0.2560140092116736,-0.002257970541109544,0.9735535566561386,7848306.409999998,48905
2018-01-16,51339.38,302,362.0,299,45208.29,307.0,35440.0,252.0,29494.74,204.0,22106.0,133.0,39815.09571428572,5566.481385012673,33222.38,46746.38,37907.93214285715,5686.528518219682,29494.74,46746.38,27873.026,11634.932674912607,6960.79,46746.38,1,16,3,1,1,2018,0,0,0,0,0.13561871063913267,0.44862810383747176,1.3224183479598297,7899645.789999998,49207
2018-01-17,42151.92,282,300.0,280,51339.38,302.0,44824.93,277.0,37154.62,225.0,33898.13,209.0,42086.43571428572,6626.576014777596,33222.38,51339.38,39468.263571428564,6176.338203296637,32341.95,51339.38,28847.472,12338.198218518142,6960.79,51339.38,2,17,3,1,1,2018,0,0,0,0,-0.1789554139531876,-0.059632218053659036,0.24348806261584355,7941797.709999998,49489
2018-01-18,33038.69,241,274.0,235,42151.92,282.0,46746.38,266.0,40998.15,258.0,24494.28,176.0,41704.577142857146,6518.605212984932,33222.38,51339.38,39825.21357142857,6176.744697999971,32341.95,51339.38,29122.59833333333,12544.996637589493,6960.79,51339.38,3,18,3,1,1,2018,0,0,0,0,-0.21619964167705752,-0.29323532645736405,0.3488328703681025,7974836.3999999985,49730
2018-01-19,35649.63,235,263.0,233,33038.69,241.0,37270.23,243.0,32341.95,210.0,32004.68,171.0,39746.33571428572,6804.2650963807955,33038.69,51339.38,39256.680714285714,6421.9226908870605,32341.95,51339.38,29407.412,12533.28280341681,6960.79,51339.38,4,19,3,1,1,2018,0,0,0,0,0.07902674107236085,-0.04348242551763182,0.11388803137541115,8010486.029999998,49965
2018-01-20,26960.0,184,208.0,181,35649.63,235.0,33222.38,219.0,32711.84,216.0,21546.44,143.0,39514.82142857143,6928.983176492182,33038.69,51339.38,39492.94357142857,6205.1468444628845,32711.84,51339.38,29528.910333333337,12576.920277358484,6960.79,51339.38,5,20,3,1,1,2018,1,0,0,0,-0.243750916909937,-0.18849883722960237,0.2512507866728797,8037446.029999998,50149
2018-01-21,28447.42,199,213.0,198,26960.0,184.0,35993.46,235.0,33993.48,196.0,18073.47,111.0,38620.19571428571,8169.976366258722,26960.0,51339.38,39082.09785714286,6845.988189625728,26960.0,51339.38,29709.362333333334,12497.022219350054,6960.79,51339.38,6,21,3,1,1,2018,1,0,0,0,0.05517136498516306,-0.20965030869496848,0.5739877289751218,8065893.449999998,50348
2018-01-22,43867.89,314,353.0,309,28447.42,199.0,45208.29,307.0,45310.6,293.0,16425.64,109.0,37542.19,9027.199952842388,26960.0,51339.38,38685.95071428572,7307.969787570131,26960.0,51339.38,30055.16066666667,12306.015601598225,6960.79,51339.38,0,22,4,1,1,2018,0,0,0,0,0.5420691929180221,-0.029649429341388478,1.670695936353165,8109761.339999998,50662
2018-01-23,40298.33,262,300.0,259,43867.89,314.0,51339.38,302.0,35440.0,252.0,6960.79,59.0,37350.704285714295,8849.960054148618,26960.0,51339.38,38582.9,7216.974305891093,26960.0,51339.38,30969.90233333333,12277.857372532599,6960.79,51339.38,1,23,4,1,1,2018,0,0,0,0,-0.08137067910036244,-0.21506005721144272,4.789332819981641,8150059.669999998,50924
2018-01-24,37025.23,244,271.0,241,40298.33,262.0,42151.92,282.0,44824.93,277.0,12662.23,90.0,35773.41142857143,6652.3333947805195,26960.0,43867.89,38929.923571428575,7170.882685511114,26960.0,51339.38,32081.153666666665,11514.85303194261,8486.29,51339.38,2,24,4,1,1,2018,0,0,0,0,-0.08122172804679495,-0.12162411581726273,1.9240686672094887,8187084.8999999985,51168
2018-01-25,35335.98,233,265.0,229,37025.23,244.0,33038.69,241.0,46746.38,266.0,23797.46,168.0,35041.02714285715,6091.636459361451,26960.0,43867.89,38372.802142857145,6978.051508746962,26960.0,51339.38,32893.253666666664,10942.99882019975,8486.29,51339.38,3,25,4,1,1,2018,0,0,0,0,-0.04562429456886563,0.06953332592787431,0.484863510643573,8222420.879999999,51401
2018-01-26,39308.94,229,265.0,227,35335.98,233.0,35649.63,235.0,37270.23,243.0,21074.29,167.0,35369.211428571434,6027.325515166642,26960.0,43867.89,37557.773571428566,6579.790257059993,26960.0,51339.38,33277.871,10814.299293237624,8486.29,51339.38,4,26,4,1,1,2018,0,0,0,0,0.11243384221974306,0.10264650713064927,0.8652557215450676,8261729.819999999,51630
2018-01-27,25106.77,153,175.0,150,39308.94,229.0,26960.0,184.0,33222.38,219.0,17793.85,146.0,35891.97000000001,6211.572642629601,26960.0,43867.89,37703.39571428572,6595.47828198603,26960.0,51339.38,33885.69266666667,10615.353220060784,8486.29,51339.38,5,27,4,1,1,2018,1,0,0,0,-0.3612961835144881,-0.06873998516320479,0.4109801982145518,8286836.589999999,51783
2018-01-28,27804.9,156,168.0,154,25106.77,153.0,28447.42,199.0,35993.46,235.0,20552.64,135.0,35627.222857142864,6677.719443287131,25106.77,43867.89,37123.709285714285,7334.82372271792,25106.77,51339.38,34129.456666666665,10312.739780720289,8486.29,51339.38,6,28,4,1,1,2018,1,0,0,0,0.10746623321120174,-0.022586231018489444,0.35286269793077696,8314641.489999999,51939
2018-01-29,36056.52,246,289.0,243,27804.9,156.0,43867.89,314.0,45208.29,307.0,15412.61,97.0,35535.43428571429,6796.222131946523,25106.77,43867.89,36538.81214285715,7746.803734300486,25106.77,51339.38,34371.19866666666,10065.54783296477,8486.29,51339.38,0,29,5,1,1,2018,0,0,0,0,0.2967685551827195,-0.17806577886467767,1.3394168800741726,8350698.009999999,52185
2018-01-30,35523.61,258,313.0,254,36056.52,246.0,40298.33,262.0,51339.38,302.0,10190.93,74.0,34419.524285714295,5762.764640271183,25106.77,40298.33,35885.114285714284,7334.108158400631,25106.77,51339.38,35059.329000000005,9408.999480043809,8486.29,51339.38,1,30,5,1,1,2018,0,0,0,0,-0.014779851189188453,-0.11848431436240658,2.4858064965611577,8386221.619999999,52443
2018-01-31,37891.63,256,284.0,251,35523.61,258.0,37025.23,244.0,42151.92,282.0,8486.29,74.0,33737.42142857143,5206.702991962601,25106.77,39308.94,34755.41642857143,5835.489349537298,25106.77,43867.89,35903.75166666667,8153.137039736178,8486.29,51339.38,2,31,5,1,1,2018,0,0,1,0,0.06666045483553051,0.023400259768811438,3.465040671483062,8424113.25,52699
2018-02-01,35767.92,232,268.0,229,37891.63,256.0,35335.98,233.0,33038.69,241.0,29494.74,204.0,33861.192857142865,5307.213084817223,25106.77,39308.94,34451.11,5522.814946830876,25106.77,43867.89,36883.92966666667,6300.376706710379,25106.77,51339.38,3,1,5,2,1,2018,0,1,0,0,-0.05604694229306051,0.01222380134921952,0.21268809285994705,8459881.17,52931
2018-02-02,32532.45,212,256.0,210,35767.92,232.0,39308.94,229.0,35649.63,235.0,37154.62,225.0,33922.89857142857,5329.681392608031,25106.77,39308.94,34646.055,5517.289696647683,25106.77,43867.89,37093.03566666667,6148.959112409254,25106.77,51339.38,4,2,5,2,1,2018,0,0,0,0,-0.09045731482289154,-0.17239055543090198,-0.12440364078545285,8492413.62,53143
2018-02-03,27572.17,193,209.0,192,32532.45,212.0,25106.77,153.0,26960.0,184.0,40998.15,258.0,32954.82857142858,4774.87889489486,25106.77,37891.63,34423.39928571428,5536.538894774033,25106.77,43867.89,36938.96333333333,6205.015344370349,25106.77,51339.38,5,3,5,2,1,2018,1,0,0,0,-0.15247176280913377,0.09819662186732891,-0.3274777032622205,8519985.79,53336
2018-02-04,28261.91,201,222.0,200,27572.17,193.0,27804.9,156.0,28447.42,199.0,32341.95,210.0,33307.02857142857,4149.487655953724,27572.17,37891.63,34467.125714285714,5475.137258224279,25106.77,43867.89,36491.43066666667,6383.74958353926,25106.77,51339.38,6,4,5,2,1,2018,1,0,0,0,0.02501580397915726,0.01643631158536807,-0.12615318495019634,8548247.7,53537
2018-02-05,43196.97,271,313.0,265,28261.91,201.0,36056.52,246.0,43867.89,314.0,32711.84,216.0,33372.315714285716,4050.9145582110973,27572.17,37891.63,34453.875,5491.028003706459,25106.77,43867.89,36355.42933333334,6517.264693144669,25106.77,51339.38,0,5,6,2,1,2018,0,0,0,0,0.528451898686253,0.19803491851127086,0.3205301199810222,8591444.67,53808
